Entry	Entry name	Length	Gene names  (ordered locus )	Gene ontology IDs	Cross-reference (InterPro)	Keywords	Keyword ID
P0AA10	RL13_ECOLI	142	b3231 JW3200	GO:0003729; GO:0003735; GO:0005829; GO:0005840; GO:0006412; GO:0008270; GO:0017148; GO:0022625; GO:0070180	IPR005822;IPR005823;IPR023563;IPR036899;	3D-structure;Direct protein sequencing;Reference proteome;Ribonucleoprotein;Ribosomal protein	KW-0002; KW-0687; KW-0689; KW-0903; KW-1185
P33227	STFE_ECOLI	178	b1157 JW5172		IPR011083;IPR037053;	Reference proteome;Repeat	KW-0677; KW-1185
P52108	RSTA_ECOLI	239	b1608 JW1600	GO:0000156; GO:0000976; GO:0001216; GO:0005829; GO:0032993	IPR011006;IPR001867;IPR016032;IPR001789;IPR039420;IPR036388;	Cytoplasm;DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system	KW-0238; KW-0597; KW-0804; KW-0805; KW-0902; KW-0963; KW-1185
P77649	SELO_ECOLI	478	b1706 JW1696	GO:0000287; GO:0005524; GO:0018117; GO:0070733	IPR003846;	3D-structure;ATP-binding;Disulfide bond;Magnesium;Metal-binding;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase	KW-0002; KW-0067; KW-0460; KW-0479; KW-0547; KW-0548; KW-0808; KW-1015; KW-1185
P0A761	NANE_ECOLI	229	b3223 JW3192	GO:0005829; GO:0005975; GO:0006053; GO:0009385; GO:0019262; GO:0047465	IPR013785;IPR007260;IPR011060;	Carbohydrate metabolism;Isomerase;Reference proteome	KW-0119; KW-0413; KW-1185
P0A6Z6	NIKR_ECOLI	133	b3481 JW3446	GO:0000976; GO:0000985; GO:0001217; GO:0003677; GO:0005667; GO:0006355; GO:0010045; GO:0016151; GO:0032993; GO:0042802; GO:0043565; GO:2000143	IPR027271;IPR013321;IPR002145;IPR022988;IPR014160;IPR010985;IPR014864;	3D-structure;DNA-binding;Direct protein sequencing;Metal-binding;Nickel;Reference proteome;Repressor;Transcription;Transcription regulation	KW-0002; KW-0238; KW-0479; KW-0533; KW-0678; KW-0804; KW-0805; KW-0903; KW-1185
P25536	NTPPA_ECOLI	197	b3248 JW3217	GO:0005737; GO:0009117; GO:0030145; GO:0035529; GO:0036218; GO:0036221; GO:0042802; GO:0047429	IPR029001;IPR003697;	3D-structure;Cytoplasm;Hydrolase;Nucleotide metabolism;Reference proteome	KW-0002; KW-0378; KW-0546; KW-0963; KW-1185
P75800	PDEI_ECOLI	782	b0833 JW0817	GO:0005886; GO:0016021; GO:0071111	IPR033418;IPR001633;IPR035919;	Cell membrane;Hydrolase;Membrane;Reference proteome;Transmembrane;Transmembrane helix;c-di-GMP	KW-0378; KW-0472; KW-0812; KW-0973; KW-1003; KW-1133; KW-1185
P00903	PABA_ECOLI	187	b3360 JW3323	GO:0000162; GO:0006541; GO:0046654; GO:0046656; GO:0046820	IPR029062;IPR017926;IPR006221;	Folate biosynthesis;Glutamine amidotransferase;Reference proteome;Transferase	KW-0289; KW-0315; KW-0808; KW-1185
P0A7M6	RL29_ECOLI	63	b3312 JW3274	GO:0000027; GO:0003735; GO:0006412; GO:0019843; GO:0022625	IPR001854;IPR036049;IPR018254;	3D-structure;Direct protein sequencing;RNA-binding;Reference proteome;Ribonucleoprotein;Ribosomal protein;rRNA-binding	KW-0002; KW-0687; KW-0689; KW-0694; KW-0699; KW-0903; KW-1185
P21513	RNE_ECOLI	1061	b1084 JW1071	GO:0000049; GO:0000287; GO:0000967; GO:0003723; GO:0004521; GO:0004540; GO:0005737; GO:0006364; GO:0006401; GO:0006402; GO:0008033; GO:0008270; GO:0008312; GO:0008995; GO:0009898; GO:0017151; GO:0019843; GO:0042802; GO:0051289; GO:1902280; GO:1990061	IPR012340;IPR021968;IPR019307;IPR028878;IPR004659;IPR022967;IPR003029;	3D-structure;Cell inner membrane;Cell membrane;Cytoplasm;Direct protein sequencing;Endonuclease;Hydrolase;Magnesium;Membrane;Metal-binding;Nuclease;RNA-binding;Reference proteome;Zinc;rRNA processing;rRNA-binding;tRNA processing;tRNA-binding	KW-0002; KW-0255; KW-0378; KW-0460; KW-0472; KW-0479; KW-0540; KW-0694; KW-0698; KW-0699; KW-0819; KW-0820; KW-0862; KW-0903; KW-0963; KW-0997; KW-1003; KW-1185
P62399	RL5_ECOLI	179	b3308 JW3270	GO:0000027; GO:0000049; GO:0003723; GO:0003735; GO:0005829; GO:0006412; GO:0008097; GO:0022625	IPR002132;IPR020930;IPR031309;IPR020929;IPR022803;IPR031310;	3D-structure;Acetylation;Direct protein sequencing;RNA-binding;Reference proteome;Ribonucleoprotein;Ribosomal protein;rRNA-binding;tRNA-binding	KW-0002; KW-0007; KW-0687; KW-0689; KW-0694; KW-0699; KW-0820; KW-0903; KW-1185
P0AG07	RPE_ECOLI	225	b3386 JW3349	GO:0004750; GO:0005829; GO:0008198; GO:0009052; GO:0019323; GO:0044262; GO:0046872	IPR013785;IPR026019;IPR000056;IPR011060;	Carbohydrate metabolism;Cobalt;Iron;Isomerase;Manganese;Metal-binding;Reference proteome;Zinc	KW-0119; KW-0170; KW-0408; KW-0413; KW-0464; KW-0479; KW-0862; KW-1185
P0AG63	RS17_ECOLI	84	b3311 JW3273	GO:0000028; GO:0003735; GO:0006412; GO:0019843; GO:0022627; GO:0046677; GO:0070181	IPR012340;IPR019984;IPR000266;IPR019979;	3D-structure;Antibiotic resistance;Direct protein sequencing;RNA-binding;Reference proteome;Ribonucleoprotein;Ribosomal protein;rRNA-binding	KW-0002; KW-0046; KW-0687; KW-0689; KW-0694; KW-0699; KW-0903; KW-1185
P16456	SELD_ECOLI	347	b1764 JW1753	GO:0000287; GO:0004756; GO:0005524; GO:0005737; GO:0005829; GO:0016260; GO:0042802; GO:0070329	IPR010918;IPR036676;IPR016188;IPR036921;IPR023061;IPR004536;	3D-structure;ATP-binding;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Selenium;Transferase	KW-0002; KW-0067; KW-0418; KW-0460; KW-0479; KW-0547; KW-0711; KW-0808; KW-1185
P0A6W5	GREA_ECOLI	158	b3181 JW3148	GO:0001108; GO:0003677; GO:0005737; GO:0005829; GO:0006354; GO:0032784; GO:0070063	IPR036953;IPR018151;IPR006359;IPR028624;IPR001437;IPR023459;IPR022691;IPR036805;	3D-structure;DNA-binding;Reference proteome;Transcription;Transcription regulation	KW-0002; KW-0238; KW-0804; KW-0805; KW-1185
P52062	HEMW_ECOLI	378	b2955 JW2922	GO:0004109; GO:0005737; GO:0006779; GO:0020037; GO:0046872; GO:0051539	IPR034505;IPR006638;IPR010723;IPR004559;IPR007197;IPR023404;	4Fe-4S;Chaperone;Cytoplasm;Heme;Iron;Iron-sulfur;Metal-binding;Reference proteome;S-adenosyl-L-methionine	KW-0004; KW-0143; KW-0349; KW-0408; KW-0411; KW-0479; KW-0949; KW-0963; KW-1185
P39401	OPGB_ECOLI	763	b4359 JW5794	GO:0004065; GO:0005886; GO:0006490; GO:0008960; GO:0009250; GO:0016020; GO:0016021; GO:0042597	IPR017850;IPR020881;IPR000917;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	KW-0472; KW-0808; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185
P37057	OGRK_ECOLI	72	b2082 JW2067		IPR007684;	Activator;Reference proteome;Transcription;Transcription regulation	KW-0010; KW-0804; KW-0805; KW-1185
P02931	OMPF_ECOLI	362	b0929 JW0912	GO:0001530; GO:0005216; GO:0008289; GO:0009279; GO:0015075; GO:0015288; GO:0016021; GO:0034220; GO:0034702; GO:0042802; GO:0042912; GO:0046930; GO:0047485; GO:0070207; GO:0097718	IPR033900;IPR023614;IPR001897;IPR001702;IPR013793;	3D-structure;Cell outer membrane;Direct protein sequencing;Ion transport;Membrane;Porin;Reference proteome;Signal;Transmembrane;Transmembrane beta strand;Transport	KW-0002; KW-0406; KW-0472; KW-0626; KW-0732; KW-0812; KW-0813; KW-0903; KW-0998; KW-1134; KW-1185
P76081	PAAE_ECOLI	356	b1392 JW1387	GO:0009055; GO:0010124; GO:0046872; GO:0050660; GO:0051537	IPR036010;IPR001041;IPR006058;IPR012675;IPR008333;IPR017927;IPR001709;IPR039261;IPR001433;IPR011884;IPR017938;	2Fe-2S;Electron transport;FAD;Flavoprotein;Iron;Iron-sulfur;Metal-binding;NAD;Oxidoreductase;Reference proteome;Transport	KW-0001; KW-0249; KW-0274; KW-0285; KW-0408; KW-0411; KW-0479; KW-0520; KW-0560; KW-0813; KW-1185
P02919	PBPB_ECOLI	844	b0149 JW0145	GO:0005886; GO:0005887; GO:0008144; GO:0008360; GO:0008658; GO:0008955; GO:0009002; GO:0009252; GO:0009274; GO:0010165; GO:0016020; GO:0030288; GO:0046677; GO:0051518; GO:0071555; GO:0071723	IPR012338;IPR001264;IPR023346;IPR032730;IPR011813;IPR036950;IPR001460;IPR028166;	3D-structure;Alternative initiation;Antibiotic resistance;Carboxypeptidase;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Direct protein sequencing;Glycosyltransferase;Hydrolase;Membrane;Multifunctional enzyme;Peptidoglycan synthesis;Protease;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix	KW-0002; KW-0024; KW-0046; KW-0121; KW-0133; KW-0328; KW-0378; KW-0472; KW-0511; KW-0573; KW-0645; KW-0735; KW-0808; KW-0812; KW-0903; KW-0961; KW-0997; KW-1003; KW-1133; KW-1185
P10442	RNH2_ECOLI	198	b0183 JW0178	GO:0003723; GO:0004523; GO:0005737; GO:0006298; GO:0030145; GO:0032299; GO:0043137	IPR022898;IPR001352;IPR024567;IPR012337;IPR036397;	Cytoplasm;Direct protein sequencing;Endonuclease;Hydrolase;Manganese;Metal-binding;Nuclease;Reference proteome	KW-0255; KW-0378; KW-0464; KW-0479; KW-0540; KW-0903; KW-0963; KW-1185
P0AA37	RLUA_ECOLI	219	b0058 JW0057	GO:0000455; GO:0001522; GO:0003723; GO:0006364; GO:0008033; GO:0009451; GO:0009982; GO:0031118; GO:0031119; GO:0106029; GO:0120159	IPR020103;IPR006225;IPR006224;IPR006145;	3D-structure;Direct protein sequencing;Isomerase;Reference proteome;rRNA processing;tRNA processing	KW-0002; KW-0413; KW-0698; KW-0819; KW-0903; KW-1185
P0A7T7	RS18_ECOLI	75	b4202 JW4160	GO:0003735; GO:0005829; GO:0006412; GO:0022627; GO:0048027; GO:0070181	IPR001648;IPR018275;IPR036870;	3D-structure;Acetylation;Direct protein sequencing;RNA-binding;Reference proteome;Ribonucleoprotein;Ribosomal protein;rRNA-binding	KW-0002; KW-0007; KW-0687; KW-0689; KW-0694; KW-0699; KW-0903; KW-1185
P75894	RUTE_ECOLI	196	b1008 JW0993	GO:0006208; GO:0006212; GO:0006974; GO:0010181; GO:0019740; GO:0035527	IPR029479;IPR000415;IPR023936;	FMN;Flavoprotein;NADP;Oxidoreductase;Reference proteome	KW-0285; KW-0288; KW-0521; KW-0560; KW-1185
P0A9T0	SERA_ECOLI	410	b2913 JW2880	GO:0004617; GO:0005829; GO:0006564; GO:0016618; GO:0030267; GO:0042802; GO:0047545; GO:0070403; GO:0070404; GO:0070905	IPR002912;IPR006139;IPR029753;IPR029752;IPR006140;IPR036291;	3D-structure;Amino-acid biosynthesis;Direct protein sequencing;NAD;Oxidoreductase;Reference proteome;Serine biosynthesis	KW-0002; KW-0028; KW-0520; KW-0560; KW-0718; KW-0903; KW-1185
P0AAD2	MTR_ECOLI	414	b3161 JW3130	GO:0003333; GO:0005300; GO:0005886; GO:0005887; GO:0015293; GO:0022804	IPR018227;IPR013061;IPR013059;	Amino-acid transport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0029; KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P67430	NEMR_ECOLI	199	b1649 JW5874	GO:0003677; GO:0003700; GO:0045892	IPR009057;IPR001647;IPR036271;IPR011075;	3D-structure;DNA-binding;Disulfide bond;Reference proteome;Repressor;Stress response;Transcription;Transcription regulation	KW-0002; KW-0238; KW-0346; KW-0678; KW-0804; KW-0805; KW-1015; KW-1185
P68739	NFI_ECOLI	223	b3998 JW5547	GO:0000287; GO:0003727; GO:0005737; GO:0006281; GO:0016891; GO:0043737	IPR007581;	3D-structure;Cytoplasm;DNA damage;DNA repair;Direct protein sequencing;Endonuclease;Hydrolase;Magnesium;Metal-binding;Nuclease;Reference proteome	KW-0002; KW-0227; KW-0234; KW-0255; KW-0378; KW-0460; KW-0479; KW-0540; KW-0903; KW-0963; KW-1185
P63020	NFUA_ECOLI	191	b3414 JW3377	GO:0005506; GO:0005829; GO:0006979; GO:0010106; GO:0015976; GO:0016226; GO:0051539; GO:0097428; GO:0106035; GO:0140132	IPR017726;IPR000361;IPR034904;IPR035903;IPR001075;	4Fe-4S;Iron;Iron-sulfur;Metal-binding;Reference proteome;Stress response	KW-0004; KW-0346; KW-0408; KW-0411; KW-0479; KW-1185
P32711	NRFF_ECOLI	127	b4075 JW4036	GO:0005886; GO:0018378; GO:0042597; GO:0046872	IPR005616;IPR038297;IPR017565;	Heme;Iron;Metal-binding;Periplasm;Reference proteome;Signal	KW-0349; KW-0408; KW-0479; KW-0574; KW-0732; KW-1185
P27434	RODZ_ECOLI	337	b2516 JW2500	GO:0003677; GO:0005887; GO:0008360; GO:0043093	IPR001387;IPR025194;IPR010982;IPR023690;	Cell inner membrane;Cell membrane;Cell shape;DNA-binding;Membrane;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix	KW-0133; KW-0238; KW-0472; KW-0735; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185
P0A805	RRF_ECOLI	185	b0172 JW0167	GO:0002184; GO:0005737; GO:0005829; GO:0006412; GO:0043023	IPR002661;IPR023584;IPR036191;	3D-structure;Acetylation;Cytoplasm;Direct protein sequencing;Protein biosynthesis;Reference proteome	KW-0002; KW-0007; KW-0648; KW-0903; KW-0963; KW-1185
P46850	RTCB_ECOLI	408	b3421 JW3384	GO:0003909; GO:0005525; GO:0006281; GO:0006396; GO:0006974; GO:0008033; GO:0008452; GO:0030145; GO:0042245	IPR001233;IPR036025;	GTP-binding;Ligase;Manganese;Metal-binding;Nucleotide-binding;Reference proteome;tRNA processing	KW-0342; KW-0436; KW-0464; KW-0479; KW-0547; KW-0819; KW-1185
P58041	RZOD_ECOLI	60	b4510 JW5080	GO:0009279; GO:0019076; GO:0019835	IPR010346;	Cell outer membrane;Cytolysis;Disulfide bond;Host cell lysis by virus;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal;Viral release from host cell	KW-0204; KW-0449; KW-0472; KW-0564; KW-0578; KW-0732; KW-0998; KW-1015; KW-1185; KW-1188
P00634	PPB_ECOLI	471	b0383 JW0374	GO:0000287; GO:0004035; GO:0004721; GO:0006470; GO:0008270; GO:0016311; GO:0030288; GO:0030613; GO:0033748; GO:0042597	IPR001952;IPR018299;IPR017850;	3D-structure;Direct protein sequencing;Disulfide bond;Hydrolase;Magnesium;Metal-binding;Periplasm;Phosphoprotein;Reference proteome;Signal;Zinc	KW-0002; KW-0378; KW-0460; KW-0479; KW-0574; KW-0597; KW-0732; KW-0862; KW-0903; KW-1015; KW-1185
P17888	PRIA_ECOLI	732	b3935 JW3906	GO:0003677; GO:0004386; GO:0005524; GO:0006260; GO:0006261; GO:0006268; GO:0006269; GO:0006270; GO:0006276; GO:0006302; GO:0006310; GO:0008270; GO:0010332; GO:0043138; GO:0046677; GO:1990077	IPR011545;IPR014001;IPR001650;IPR027417;IPR005259;IPR041222;IPR042115;IPR041236;IPR040498;	3D-structure;ATP-binding;DNA replication;DNA-binding;Direct protein sequencing;Helicase;Hydrolase;Metal-binding;Nucleotide-binding;Primosome;Reference proteome;Zinc;Zinc-finger	KW-0002; KW-0067; KW-0235; KW-0238; KW-0347; KW-0378; KW-0479; KW-0547; KW-0639; KW-0862; KW-0863; KW-0903; KW-1185
P15373	PRLF_ECOLI	111	b3129 JW3098	GO:0001558; GO:0003677; GO:0003700; GO:0005737; GO:0019899; GO:0042802; GO:0045892; GO:0097351	IPR031848;IPR007159;IPR037914;	Cytoplasm;DNA-binding;Reference proteome;Repressor;Toxin-antitoxin system;Transcription;Transcription regulation	KW-0238; KW-0678; KW-0804; KW-0805; KW-0963; KW-1185; KW-1277
P24555	PTRB_ECOLI	686	b1845 JW1834	GO:0004252; GO:0005737; GO:0070012	IPR029058;IPR002471;IPR023302;IPR001375;IPR002470;	Direct protein sequencing;Hydrolase;Protease;Reference proteome;Serine protease	KW-0378; KW-0645; KW-0720; KW-0903; KW-1185
P20966	PTFBC_ECOLI	563	b2167 JW2154	GO:0005351; GO:0005886; GO:0009401; GO:0016021; GO:0016301; GO:0022877; GO:0090563; GO:0090582	IPR036095;IPR013011;IPR003501;IPR003352;IPR013014;IPR003353;IPR006327;	Cell inner membrane;Cell membrane;Direct protein sequencing;Kinase;Membrane;Phosphoprotein;Phosphotransferase system;Reference proteome;Repeat;Sugar transport;Transferase;Transmembrane;Transmembrane helix;Transport	KW-0418; KW-0472; KW-0597; KW-0598; KW-0677; KW-0762; KW-0808; KW-0812; KW-0813; KW-0903; KW-0997; KW-1003; KW-1133; KW-1185
P69828	PTKA_ECOLI	150	b2094 JW2078/JW2081	GO:0005829; GO:0009401; GO:0015796; GO:0016301; GO:0019402; GO:0030295; GO:0032412; GO:0090584	IPR016152;IPR002178;	Cytoplasm;Galactitol metabolism;Kinase;Phosphoprotein;Phosphotransferase system;Reference proteome;Sugar transport;Transferase;Transport	KW-0298; KW-0418; KW-0597; KW-0598; KW-0762; KW-0808; KW-0813; KW-0963; KW-1185
P04982	RBSD_ECOLI	139	b3748 JW5857	GO:0005829; GO:0016866; GO:0016872; GO:0019303; GO:0042802; GO:0048029; GO:0062193	IPR023064;IPR023750;IPR007721;	Carbohydrate metabolism;Cytoplasm;Direct protein sequencing;Isomerase;Reference proteome	KW-0119; KW-0413; KW-0903; KW-0963; KW-1185
P0A7H3	RECO_ECOLI	242	b2565 JW2549	GO:0006302; GO:0006310; GO:0009314; GO:0043590	IPR037278;IPR022572;IPR012340;IPR003717;	3D-structure;DNA damage;DNA recombination;DNA repair;Direct protein sequencing;Reference proteome	KW-0002; KW-0227; KW-0233; KW-0234; KW-0903; KW-1185
P05824	RECN_ECOLI	553	b2616 JW5416	GO:0000724; GO:0000725; GO:0005524; GO:0005829; GO:0006302; GO:0006974; GO:0009314; GO:0009411; GO:0009432; GO:0010165; GO:0010212; GO:0036298; GO:0043590	IPR004604;IPR027417;IPR003395;	ATP-binding;Cytoplasm;DNA damage;DNA repair;Nucleotide-binding;Reference proteome	KW-0067; KW-0227; KW-0234; KW-0547; KW-0963; KW-1185
P52119	RATB_ECOLI	96	b2618 JW2599		IPR016155;IPR005346;IPR037021;	Reference proteome	KW-1185
P75876	RLMI_ECOLI	396	b0967 JW5898	GO:0003723; GO:0005737; GO:0005829; GO:0009383; GO:0016434; GO:0031167; GO:0070475	IPR002478;IPR015947;IPR036974;IPR041532;IPR023542;IPR019614;IPR029063;	3D-structure;Cytoplasm;Methyltransferase;RNA-binding;Reference proteome;S-adenosyl-L-methionine;Transferase;rRNA processing	KW-0002; KW-0489; KW-0694; KW-0698; KW-0808; KW-0949; KW-0963; KW-1185
P0A809	RUVA_ECOLI	203	b1861 JW1850	GO:0000400; GO:0000725; GO:0005524; GO:0005737; GO:0009314; GO:0009378; GO:0009379; GO:0009432; GO:0042802; GO:0048476	IPR013849;IPR003583;IPR012340;IPR000085;IPR010994;IPR011114;IPR036267;	3D-structure;ATP-binding;Cytoplasm;DNA damage;DNA recombination;DNA repair;DNA-binding;Helicase;Hydrolase;Nucleotide-binding;Reference proteome;SOS response	KW-0002; KW-0067; KW-0227; KW-0233; KW-0234; KW-0238; KW-0347; KW-0378; KW-0547; KW-0742; KW-0963; KW-1185
P77285	RSXG_ECOLI	206	b1631 JW1623	GO:0005886; GO:0009055; GO:0009279; GO:0010181; GO:0016021	IPR007329;IPR010209;	Cell inner membrane;Cell membrane;Electron transport;FMN;Flavoprotein;Membrane;Phosphoprotein;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport	KW-0249; KW-0285; KW-0288; KW-0472; KW-0597; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185; KW-1278
P0AC98	SATP_ECOLI	188	b0010 JW0009	GO:0005886; GO:0015360; GO:0016021; GO:0035433; GO:0071422	IPR000791;	3D-structure;Cell inner membrane;Cell membrane;Ion transport;Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	KW-0002; KW-0406; KW-0472; KW-0769; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P0ACC1	PRMC_ECOLI	277	b1212 JW1203	GO:0003676; GO:0006415; GO:0006479; GO:0008276; GO:0008757; GO:0010468; GO:0018364; GO:0036009; GO:0102559	IPR002052;IPR004556;IPR025714;IPR040758;IPR019874;IPR029063;	3D-structure;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase	KW-0002; KW-0489; KW-0808; KW-0949; KW-1185
P69786	PTGCB_ECOLI	477	b1101 JW1087	GO:0005355; GO:0005829; GO:0005886; GO:0005887; GO:0008982; GO:0009401; GO:0016301; GO:0090563; GO:0090564; GO:1904659	IPR036878;IPR018113;IPR003352;IPR013013;IPR001996;IPR011299;IPR004719;	3D-structure;Cell inner membrane;Cell membrane;Direct protein sequencing;Kinase;Membrane;Phosphoprotein;Phosphotransferase system;Reference proteome;Sugar transport;Transferase;Transmembrane;Transmembrane helix;Transport	KW-0002; KW-0418; KW-0472; KW-0597; KW-0598; KW-0762; KW-0808; KW-0812; KW-0813; KW-0903; KW-0997; KW-1003; KW-1133; KW-1185
P33644	PURNU_ECOLI	243	b2593 JW2575	GO:0004000; GO:0004731; GO:0005507; GO:0005829; GO:0016682; GO:0017061; GO:0042803	IPR003730;IPR038371;IPR011324;	3D-structure;Copper;Hydrolase;Metal-binding;Oxidoreductase;Reference proteome;Transferase;Zinc	KW-0002; KW-0186; KW-0378; KW-0479; KW-0560; KW-0808; KW-0862; KW-1185
P77379	RCLR_ECOLI	284	b0305 JW0298	GO:0001216; GO:0043565; GO:0045893; GO:0090347	IPR032783;IPR009057;IPR018060;IPR011051;IPR020449;	Activator;DNA-binding;Disulfide bond;Reference proteome;Stress response;Transcription;Transcription regulation	KW-0010; KW-0238; KW-0346; KW-0804; KW-0805; KW-1015; KW-1185
P15043	RECQ_ECOLI	609	b3822 JW5855	GO:0003677; GO:0003678; GO:0005524; GO:0005694; GO:0005737; GO:0006260; GO:0006281; GO:0006310; GO:0006974; GO:0008094; GO:0008270; GO:0009378; GO:0009432; GO:0016887; GO:0017116; GO:0017117; GO:0030894; GO:0032508; GO:0043138; GO:0043590; GO:0046914	IPR011545;IPR004589;IPR006293;IPR014001;IPR001650;IPR010997;IPR002121;IPR027417;IPR032284;IPR018982;IPR036388;	3D-structure;ATP-binding;DNA damage;DNA recombination;DNA repair;DNA-binding;Direct protein sequencing;Helicase;Hydrolase;Nucleotide-binding;Reference proteome;SOS response	KW-0002; KW-0067; KW-0227; KW-0233; KW-0234; KW-0238; KW-0347; KW-0378; KW-0547; KW-0742; KW-0903; KW-1185
P33919	RADD_ECOLI	586	b2184 JW2172	GO:0003678; GO:0003697; GO:0005524; GO:0006302; GO:0006412; GO:0008270; GO:0010212; GO:0016887; GO:0042493; GO:0051301	IPR006935;IPR014001;IPR001650;IPR027417;IPR011332;	3D-structure;ATP-binding;DNA damage;DNA repair;DNA-binding;Helicase;Hydrolase;Metal-binding;Nucleotide-binding;Reference proteome;Zinc	KW-0002; KW-0067; KW-0227; KW-0234; KW-0238; KW-0347; KW-0378; KW-0479; KW-0547; KW-0862; KW-1185
P37746	RFBX_ECOLI	415	b2037 JW2022	GO:0005886; GO:0005887; GO:0006974; GO:0009243; GO:0046677	IPR002797;	Cell inner membrane;Cell membrane;Lipopolysaccharide biosynthesis;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0448; KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185
P60422	RL2_ECOLI	273	b3317 JW3279	GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0008270; GO:0016740; GO:0019843; GO:0022625	IPR012340;IPR022666;IPR014722;IPR002171;IPR005880;IPR022669;IPR022671;IPR014726;IPR008991;	3D-structure;Acetylation;Direct protein sequencing;RNA-binding;Reference proteome;Ribonucleoprotein;Ribosomal protein;rRNA-binding	KW-0002; KW-0007; KW-0687; KW-0689; KW-0694; KW-0699; KW-0903; KW-1185
P0A766	RSXA_ECOLI	193	b1627 JW1619	GO:0005886; GO:0016021; GO:0022900	IPR011293;IPR003667;	Cell inner membrane;Cell membrane;Electron transport;Membrane;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport	KW-0249; KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185; KW-1278
P0AG74	RUSA_ECOLI	120	b0550 JW0538	GO:0000287; GO:0000400; GO:0006281; GO:0006310; GO:0008821	IPR016281;IPR008822;IPR036614;	3D-structure;DNA damage;DNA recombination;DNA repair;Direct protein sequencing;Endonuclease;Hydrolase;Magnesium;Metal-binding;Nuclease;Reference proteome	KW-0002; KW-0227; KW-0233; KW-0234; KW-0255; KW-0378; KW-0460; KW-0479; KW-0540; KW-0903; KW-1185
